Date,Ticker,Signal,Active_Count
2019-01-07,MS,0.3,15
2019-01-07,TFC,0.3,15
2019-01-07,CB,0.3,15
2019-01-07,AXP,0.3,15
2019-01-07,C,0.3,15
2019-01-07,SCHW,0.051466861954008625,15
2019-04-08,JPM,0.3,15
2019-04-08,COF,0.3,15
2019-04-08,BK,0.3,15
2019-04-08,PNC,0.3,15
2019-04-08,STT,0.3,15
2019-04-08,GS,0.3,15
2019-04-08,USB,0.3,15
2019-04-08,BAC,0.3,15
2019-04-08,WFC,0.192916062394334,15
2019-04-08,MS,0.3,15
2019-04-08,TFC,0.3,15
2019-04-08,CB,0.3,15
2019-04-08,AXP,0.3,15
2019-04-08,C,0.3,15
2019-04-08,SCHW,0.051466861954008625,15
2019-07-09,JPM,0.3,15
2019-07-09,COF,0.3,15
2019-07-09,BK,0.3,15
2019-07-09,PNC,0.3,15
2019-07-09,STT,0.3,15
2019-07-09,GS,0.3,15
2019-07-09,USB,0.3,15
2019-07-09,BAC,0.3,15
2019-07-09,WFC,0.18696338783351196,15
2019-07-09,MS,0.3,15
2019-07-09,TFC,0.3,15
2019-07-09,CB,0.3,15
2019-07-09,AXP,0.3,15
2019-07-09,C,0.3,15
2019-07-09,SCHW,0.05299968515335807,15
